IKN,İhale Kayıt No,İhale Adı,İhale Türü - Usulü,Kısmi Teklif,İhale Branş Kodları (OKAS),İhale Onay Tarihi,İlanın Şekli,İşin Yapılacağı Yer,İhale Yeri - Tarihi - Saati,İhale Durumu,Bağlı Olduğu En Üst İdare,Bağlı Olduğu İdare,İhaleyi Yapan İdare Adı,İdarenin İli,İdare Adı,İlk,Yaklaşık Maliyet,Yabancı Para Birimi Cinsinden Yaklaşık Maliyet,Sözleşme Tarihi,En Yüksek Teklif,En Düşük Teklif,Devir Bilgisi,Fesih Tarihi,Fesih Nedeni,İlk_parsed,Yaklaşık Maliyet_parsed,En Düşük Teklif_parsed,En Yüksek Teklif_parsed,pct_lowest_vs_estimate,pct_bid_spread,IhaleYeri_location,IhaleYeri_datetime
2023/670811,2023/670811e-ihale,HMKÜ İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ İLE MUHTELİF BİNALARDA DEPREM SONRASI TADİLAT İNŞAATI İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,04.07.2023,Sonuç İlanı,Hatay Mustafa Kemal Üniversitesi Yerleşkeleri Antakya/HATA,"Hatay Mustafa Kemal Üniversitesi, Tayfur Sökmen Kampüsü,Yapı İşleri Ve Teknik Daire Başkanlığı, Antakya/HATAY - 12.07.2023 15:00",Sonuç İlanı Yayımlanmış,YÜKSEKÖĞRETİM KURUMLARI,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,HATAY,,"3.947.846,25 TRY","3.474.328,94 TRY",,24.07.2023,"9.946.728,30 TRY","3.947.846,25 TRY",Yok,,,3947846.25,3474328.94,3947846.25,9946728.3,13.629029322710014,151.95328465489254,"Hatay Mustafa Kemal Üniversitesi, Tayfur Sökmen Kampüsü,Yapı İşleri Ve Teknik Daire Başkanlığı, Antakya/HATAY",12.07.2023 15:00
2023/686268,2023/686268e-ihale,"HATAY İLİ KIRIKHAN İLÇESİ 5(BEŞ) TEMEL EĞİTİM OKULU GENEL ONARIM İŞİ(TAYFUR SÖKMEN İLKOKULU,408 EVLER İLKOKULU,TİCARET BORSASI İLKOKULU,GAZİ İLKOKULU, ABALAKLI İLKOKULU)",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,08.07.2023,Sonuç İlanı,"HATAY İLİ KIRIKHAN İLÇESİ  (TAYFUR SÖKMEN İLKOKULU,408 EVLER İLKOKULU,TİCARET BORSASI İLKOKULU,GAZİ İLKOKULU, ABALAKLI İLKOKULU)",HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ-DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ - 12.07.2023 14:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"7.500.000,00 TRY","7.462.148,79 TRY",,21.07.2023,"7.500.000,00 TRY","7.500.000,00 TRY",Yok,,,7500000,7462148.79,7500000,7500000,0.507242766999289,0,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ-DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ,12.07.2023 14:30
2023/681434,2023/681434e-ihale,"Hatay İli Antakya, Dörtyol ve Hassa İlçelerinde Toplam 100 Eğitim Binası ve Eklentilerde Deprem Sonrası Muhtelif Onarım Yapım İşi",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,06.07.2023,Sonuç İlanı,"Hatay İli Antakya, Dörtyol ve Hassa İlçelerinde dökümanlar içerisinde projeleri olan ve sözleşme aşamasında listesi yükleniciye verilecek Okullar",Hatay İl Milli Eğitim Müdürlüğü Destek Hizmetleri Şube Müdürlüğü - 12.07.2023 13:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"121.845.409,75 TRY","110.597.459,83 TRY",,24.07.2023,"121.845.409,75 TRY","121.845.409,75 TRY",Yok,,,121845409.75,110597459.83,121845409.75,121845409.75,10.170170216648096,0,Hatay İl Milli Eğitim Müdürlüğü Destek Hizmetleri Şube Müdürlüğü,12.07.2023 13:00
2023/678940,2023/678940e-ihale,"Hassa İlçesi; Mehmet Akif Ersoy İlkokulu A ve B Blok, Aktepe Şehit Oğuzhan Çito Ortaokulu ve Aktepe İlkokulu A Blok Onarım",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,06.07.2023,Sonuç İlanı,"Hassa İlçesi( Mehmet Akif Ersoy İlkokulu A ve B Blok, Aktepe Şehit Oğuzhan Çito Ortaokulu ve Aktepe İlkokulu A Blok Onarım İşi)",HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 12.07.2023 11:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"1.877.000,00 TRY","2.043.230,15 TRY",,21.07.2023,"1.877.000,00 TRY","1.877.000,00 TRY",Yok,,,1877000,2043230.15,1877000,1877000,-8.135654713200074,0,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,12.07.2023 11:00
2023/676303,2023/676303e-ihale,DEFNE-İSKENDERUN VE ARSUZ İLÇELERİNDEKİ 100 OKULUN ONARILMASI İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,06.07.2023,Sonuç İlanı,"SÖZ KONUSU OKULLARIN PROJELERİ İHALE DOSYASI İÇİNDE MEVCUT OLUP,ONARIMI YAPILACAK OKULLARIN LİSTESİ SÖZLEŞME AŞAMASINDA YÜKLENİCİYE TESLİM EDİLECEKTİR.",Hatay İl Milli Eğitim Müdürlüğü Destek Hizmetleri Şube Müdürlüğü - 10.07.2023 15:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"104.539.835,33 TRY","110.597.459,83 TRY",,24.07.2023,"104.539.835,33 TRY","104.539.835,33 TRY",Yok,,,104539835.33,110597459.83,104539835.33,104539835.33,-5.4771823053723026,0,Hatay İl Milli Eğitim Müdürlüğü Destek Hizmetleri Şube Müdürlüğü,10.07.2023 15:30
2023/676185,2023/676185e-ihale,HATAY İLİ ANTAKYA İLÇESİNDE BULUNAN 8 OKUL HİZMET BİNASININ ONARIMI İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,05.07.2023,Sonuç İlanı,"HATAY İLİ ANTAKYA İLÇESİNDE BULUNAN VE AŞAĞIDA ADI BELİRTİLEN OKULLAR:
1-İffet Zübeyir Göçmen İlkokulu 
2-Ekinci Özel Eğitim Meslek OkulU
3-Şehit Aydın Özer Ortaokulu 
4.Ekinci Atatürk Ortaokulu 
5.Anayazı İlkokulu 
6.Ertugrul Gazi İlkokulu 
7.Ovakent Yıldırım Beyazıt Ortaokulu 
8.Cemil Meriç Anaokulu",Hatay İl Milli Eğitim Müdürlüğü  Destek Hizmetleri Şube Müdürlüğü - 10.07.2023 15:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"9.468.000,00 TRY","9.868.334,76 TRY",,24.07.2023,"9.468.000,00 TRY","9.468.000,00 TRY",Yok,,,9468000,9868334.76,9468000,9468000,-4.056761041616709,0,Hatay İl Milli Eğitim Müdürlüğü  Destek Hizmetleri Şube Müdürlüğü,10.07.2023 15:00
2023/677548,2023/677548e-ihale,Antakya İlçesi Narlıca Mahallesinde Bulunan  Zeytindalı İlkokulunun Hatay İl Milli Eğitim Müdürlüğüne Dönüştürülmesi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,06.07.2023,Sonuç İlanı,Antakya İlçesi Narlıca Mahallesinde (Bulunan  Zeytindalı İlkokulunun Hatay İl Milli Eğitim Müdürlüğüne Dönüştürülmesi İşi),HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 10.07.2023 11:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"820.000,00 TRY","805.833,33 TRY",,26.07.2023,"820.000,00 TRY","820.000,00 TRY",Yok,,,820000,805833.33,820000,820000,1.7580148986887951,0,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,10.07.2023 11:00
2023/671355,2023/671355e-ihale,"HATAY İLİ SAMANDAĞ İLÇESİNDEKİ 8 TEMEL EĞİTİM OKULU, 2 ANADOLU LİSESİ HİZMET BİNASI OLMAK ÜZERE  TOPLAM 10 OKUL HİZMET BİNASININ ONARIM İŞİ (İKİNCİ GRUP)",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,04.07.2023,Sonuç İlanı,HATAY İLİ SAMANDAĞ İLÇESİ,Hatay İl Milli Eğitim Müdürlüğü  Destek Hizmetleri Şube Müdürlüğü - 07.07.2023 16:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"12.750.000,00 TRY","11.968.223,95 TRY",,26.07.2023,"12.750.000,00 TRY","12.750.000,00 TRY",Yok,,,12750000,11968223.95,12750000,12750000,6.532097437899304,0,Hatay İl Milli Eğitim Müdürlüğü  Destek Hizmetleri Şube Müdürlüğü,07.07.2023 16:00
2023/648144,2023/648144e-ihale,KIRIKHAN KARADURMUŞLU ORTAOKULU -OKUL VE KAZAN DAİRESİNİN ÇATI ONARIM İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,21.06.2023,Sonuç İlanı,HATAY İLİ KIRIKHAN İLÇESİ KARADURMUŞLU ORTAOKULU,Hatay İl Milli Eğitim Müdürlüğü  Destek Hizmetleri Şube Müdürlüğü İhale ve Satın Alma Bürosu - 04.07.2023 14:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"1.387.000,00 TRY","1.423.222,61 TRY",,13.07.2023,"1.387.000,00 TRY","1.387.000,00 TRY",Yok,,,1387000,1423222.61,1387000,1387000,-2.545112039781331,0,Hatay İl Milli Eğitim Müdürlüğü  Destek Hizmetleri Şube Müdürlüğü İhale ve Satın Alma Bürosu,04.07.2023 14:00
2023/657912,2023/657912e-ihale,Hatay İli Antakya İlçesi Saraycık Mahallesinde Kain 4242 ve 4241 Parsel Sayılı Taşınmaz Üzerinde İnşa Edilecek ve Vali Yardımcısı Lojmanı Olarak Kullanılacak Olan 2 Adet Bina (12 Lojman) ve 1 Adet Vali Konağı İnşaatı Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,45000000,23.06.2023,Sonuç İlanı,Antakya/HATAY,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi - 04.07.2023 12:30,Sonuç İlanı Yayımlanmış,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,HATAY,,"61.059.000,00 TRY","69.475.104,74 TRY",,12.07.2023,"62.200.000,00 TRY","61.059.000,00 TRY",Yok,,,61059000,69475104.74,61059000,62200000,-12.113842464140193,1.8686843872320213,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi,04.07.2023 12:30
2023/631691,2023/631691e-ihale,YİKOB Ek Hizmet Binası Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,45000000,20.06.2023,Sonuç İlanı,Antakya/HATAY,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi - 22.06.2023 11:30,Sonuç İlanı Yayımlanmış,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,HATAY,,"2.218.000,00 TRY","2.164.522,52 TRY",,04.07.2023,"2.550.000,00 TRY","2.218.000,00 TRY",Yok,12.07.2023,Mücbir Sebeplerden Dolayı Fesih,2218000,2164522.52,2218000,2550000,2.4706363415428907,14.96844003606853,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi,22.06.2023 11:30
2023/629899,2023/629899e-ihale,"İskenderun Cumhuriyet Anadolu Lisesi,İskenderun Ulubatlı Hasan Anadolu Lisesi ve İbni Sina Anadolu Lisesi Onarım İşi",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,16.06.2023,Sonuç İlanı,"İskenderun Cumhuriyet Anadolu Lisesi, İskenderun Ulubatlı Hasan Anadolu Lisesi ve İskenderun İbni Sina Anadolu Lisesi",Hatay İl Milli Eğitim Müdürlüğü  Destek Hizmetleri Şube Müdürlüğü İhale ve Satın Alma Bürosu - 21.06.2023 16:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"3.750.000,00 TRY","3.648.156,09 TRY",,07.07.2023,"3.750.000,00 TRY","3.750.000,00 TRY",Yok,,,3750000,3648156.09,3750000,3750000,2.791654399853274,0,Hatay İl Milli Eğitim Müdürlüğü  Destek Hizmetleri Şube Müdürlüğü İhale ve Satın Alma Bürosu,21.06.2023 16:30
2023/609829,2023/609829e-ihale,HMKÜ DEPREM SONRASI SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ  YATAKLI SERVİSLERİ BAKIM ONARIM  İNŞAATI İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,45000000,13.06.2023,Sonuç İlanı,Hatay Mustafa Kemal Üniversitesi Yerleşkeleri Antakya/HATAY,"Hatay Mustafa Kemal Üniversitesi, Tayfur Sökmen Kampüsü,Yapı İşleri Ve Teknik Daire Başkanlığı, Antakya/HATAY - 21.06.2023 10:00",Sonuç İlanı Yayımlanmış,YÜKSEKÖĞRETİM KURUMLARI,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,HATAY,,"26.899.525,00 TRY","18.114.977,33 TRY",,14.07.2023,"39.895.550,00 TRY","26.899.525,00 TRY",Yok,,,26899525,18114977.33,26899525,39895550,48.49328547296616,48.31321370916401,"Hatay Mustafa Kemal Üniversitesi, Tayfur Sökmen Kampüsü,Yapı İşleri Ve Teknik Daire Başkanlığı, Antakya/HATAY",21.06.2023 10:00
2023/620287,2023/620287e-ihale,"HATAY BÜYÜKŞEHİR BELEDİYESİ ANTAKYA, DEFNE, SAMANDAĞ VE
İSKENDERUN MEZARLIKLAR ÇEVRE DÜZENLEME İŞİ",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,"45236000, 453160004",14.06.2023,Sonuç İlanı,"HATAY BÜYÜKŞEHİR BELEDİYESİ ANTAKYA, DEFNE, SAMANDAĞ VE İSKENDERUN İLÇELERİ",Antakya Expo Alanı B Blok Zemin Kat - Destek Hizmetleri Dairesi Başkanlığı İhale Şube Müdürlüğünde toplanılacaktır. - 16.06.2023 14:00,Sonuç İlanı Yayımlanmış,BELEDİYELER,,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,HATAY,,"147.540.928,60 TRY","148.109.767,88 TRY",,23.06.2023,"158.922.343,80 TRY","147.540.928,60 TRY",Yok,,,147540928.6,148109767.88,147540928.6,158922343.8,-0.3840660127567551,7.71407317820014,Antakya Expo Alanı B Blok Zemin Kat - Destek Hizmetleri Dairesi Başkanlığı İhale Şube Müdürlüğünde toplanılacaktır.,16.06.2023 14:00
2023/583906,2023/583906e-ihale,KİLİTLİ BETON PARKE TAŞI İLE YOL YAPIM İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452331202,06.06.2023,Sonuç İlanı,Arsuz ilçe belediyesi sınırları dahilindeki mahallelerde,ARSUZ BELEDİYESİ EVLENDİRME DAİRESİ FEN İŞLERİ MÜDÜRLÜĞÜ - 15.06.2023 11:30,Sonuç İlanı Yayımlanmış,BELEDİYELER,,T.C. ARSUZ BELEDİYESİ,HATAY,,"17.975.000,00 TRY","18.143.200,00 TRY",,26.06.2023,"21.130.000,00 TRY","17.975.000,00 TRY",Yok,,,17975000,18143200,17975000,21130000,-0.9270690947572644,17.552155771905426,ARSUZ BELEDİYESİ EVLENDİRME DAİRESİ FEN İŞLERİ MÜDÜRLÜĞÜ,15.06.2023 11:30
2023/589667,2023/589667e-ihale,"İskenderun Bekbele İlkokulu, Bekbele Orta Okulu,  Şirinyurt İlkokulu ve Denjzciler Çamlık  Orta Okulu  Onarım",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,07.06.2023,Sonuç İlanı,"İskenderun (Bekbele İlkokulu, Bekbele Orta Okulu,  Şirinyurt İlkokulu ve Denjzciler Çamlık  Orta Okulu  Onarım)",HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 14.06.2023 15:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"949.000,00 TRY","900.935,39 TRY",,11.07.2023,"1.200.000,00 TRY","949.000,00 TRY",Yok,,,949000,900935.39,949000,1200000,5.334967471973766,26.44889357218124,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,14.06.2023 15:30
2023/589323,2023/589323e-ihale,İskenderun Hanife Uysal Ortaokulu Ek Bina Onarımı ve İskenderun Hanife Uysal Ortaokulu Mekanik Tesisat Onarım,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,07.06.2023,Sonuç İlanı,İskenderun (Hanife Uysal Ortaokulu Ek Bina Onarımı ve Hanife Uysal Ortaokulu Mekanik Tesisat Onarım),HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 14.06.2023 14:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"1.750.000,00 TRY","1.583.035,18 TRY",,03.07.2023,"1.800.000,00 TRY","1.750.000,00 TRY",Yok,,,1750000,1583035.18,1750000,1800000,10.547132629105569,2.857142857142857,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,14.06.2023 14:30
2023/548316,2023/548316e-ihale,Hatay/Antakya Kız Öğrenci Yurdu Bakım ve Onarım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,29.05.2023,Sonuç İlanı,ANTAKYA/HATAY,Alahan Mah. Fatih 11 Cadde No:10 Antakya/HATAY - 06.06.2023 14:00,Sonuç İlanı Yayımlanmış,GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ,GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,HATAY GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,HATAY,,"23.555.000,00 TRY","24.995.738,04 TRY",,20.06.2023,"23.555.000,00 TRY","23.555.000,00 TRY",Yok,,,23555000,24995738.04,23555000,23555000,-5.763934786380083,0,Alahan Mah. Fatih 11 Cadde No:10 Antakya/HATAY,06.06.2023 14:00
2023/514041,2023/514041e-ihale,4 NOLU SOSYAL TESİS VE EVLENDİRME DAİRESİ BAKIM ONARIM YAPIM İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,45212110,18.05.2023,Sonuç İlanı,Hatay İli İskenderun İlçesi Sahil Bandında Bulunan Evlendirme Dairesi ve Şehir Merkezinde bulunan 4 Nolu Sosyal Tesis Bakım Onarım Yapım İşi,İSKENDERUN BELEDİYESİ BRİFİNG SALONU KAT:3  YENİŞEHİR MAHALLESİ M. FEVZİ ÇAKMAK CADDESİ NO:11  İSKENDERUN / HATAY  - 30.05.2023 15:00,Sonuç İlanı Yayımlanmış,BELEDİYELER,,İSKENDERUN BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,HATAY,,"1.696.361,72 TRY","1.727.181,01 TRY",,15.06.2023,"2.200.761,76 TRY","1.696.361,72 TRY",Yok,,,1696361.72,1727181.01,1696361.72,2200761.76,-1.7843694332882944,29.734226730841335,İSKENDERUN BELEDİYESİ BRİFİNG SALONU KAT:3  YENİŞEHİR MAHALLESİ M. FEVZİ ÇAKMAK CADDESİ NO:11  İSKENDERUN / HATAY,30.05.2023 15:00
2023/498912,2023/498912e-ihale,Beton Asfalt Yol Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452331202,18.05.2023,Sonuç İlanı,Payas İlçesi,Payas Belediyesi İhale Komisyonu Toplantı Odası - 23.05.2023 13:30,Sonuç İlanı Yayımlanmış,BELEDİYELER,,PAYAS BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,HATAY,,"14.414.384,00 TRY","15.025.008,00 TRY",,05.06.2023,"14.863.164,00 TRY","14.414.384,00 TRY",Yok,,,14414384,15025008,14414384,14863164,-4.064051080704916,3.1134178193115987,Payas Belediyesi İhale Komisyonu Toplantı Odası,23.05.2023 13:30
2023/477860,2023/477860e-ihale,Sahil Spor Kompleksi ve Erdal Kayış Parkı Futbol Sahası Bakım Onarım Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,45212221,10.05.2023,Sonuç İlanı,Hatay İskenderun İlçesi Sahil Şeridinde Bulunan Spor Kompleksleri ile Karayılan Erdal Kayış Parkı İçi,İSKENDERUN BELEDİYESİ BRİFİNG SALONU KAT:3  YENİŞEHİR MAHALLESİ M. FEVZİ ÇAKMAK CADDESİ NO:11  İSKENDERUN / HATAY  - 17.05.2023 15:00,Sonuç İlanı Yayımlanmış,BELEDİYELER,,İSKENDERUN BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,HATAY,,"2.800.232,25 TRY","2.892.158,46 TRY",,02.06.2023,"3.002.144,25 TRY","2.800.232,25 TRY",Yok,,,2800232.25,2892158.46,2800232.25,3002144.25,-3.1784638107277137,7.2105447682062795,İSKENDERUN BELEDİYESİ BRİFİNG SALONU KAT:3  YENİŞEHİR MAHALLESİ M. FEVZİ ÇAKMAK CADDESİ NO:11  İSKENDERUN / HATAY,17.05.2023 15:00
2023/473700,2023/473700e-ihale,Hafif Çelik Prefabrik Bina Yapılması İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,09.05.2023,Sonuç İlanı,"Hatay Merkez, Yayladağ, Hassa",Hatay Tarım Orman İl Müdürlüğü Serinyol Orman Fidanlık Müdürlüğü Yerleşkesi - 15.05.2023 14:30,Sonuç İlanı Yayımlanmış,TARIM VE ORMAN BAKANLIĞI,BAKAN YARDIMCILIKLARI,Tarım ve Orman Bakanlığı İl Müdürlüğü TARIM VE ORMAN BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"38.399.000,00 TRY","43.525.376,00 TRY",,08.08.2023,"43.500.000,00 TRY","38.399.000,00 TRY",Yok,,,38399000,43525376,38399000,43500000,-11.77790170037819,13.284200109377847,Hatay Tarım Orman İl Müdürlüğü Serinyol Orman Fidanlık Müdürlüğü Yerleşkesi,15.05.2023 14:30
2023/480814,2023/480814e-ihale,"Bitüm İdare Malı olmak üzere, Cadde ve Sokaklarındaki yolların Beton asfalt kaplama yaptırılması işi",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452331202,10.05.2023,Sonuç İlanı,Reyhanlı Belediyesi cadde ve sokakları,T.C. Reyhanlı Belediyesi Hizmet binası - 12.05.2023 15:30,Sonuç İlanı Yayımlanmış,BELEDİYELER,,REYHANLI BELEDİYESİ İDARİ VE MALİ HİZMETLER MÜDÜRLÜĞÜ,HATAY,,"14.250.000,00 TRY","14.587.538,00 TRY",,24.05.2023,"14.250.000,00 TRY","14.250.000,00 TRY",Yok,,,14250000,14587538,14250000,14250000,-2.313879148078312,0,T.C. Reyhanlı Belediyesi Hizmet binası,12.05.2023 15:30
2023/462749,2023/462749e-ihale,HMKÜ İKİNCİ KISIM DEPREM SONRASI TADİLAT İNŞAATLARI İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,45000000,05.05.2023,Sonuç İlanı,Hatay Mustafa Kemal Üniversitesi Yerleşkeleri Antakya/HATAY,"Hatay Mustafa Kemal Üniversitesi, Tayfur Sökmen Kampüsü,Yapı İşleri Ve Teknik Daire Başkanlığı, Antakya/HATAY - 12.05.2023 15:00",Sonuç İlanı Yayımlanmış,YÜKSEKÖĞRETİM KURUMLARI,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,HATAY,,"9.619.119,62 TRY","8.842.278,45 TRY",,02.06.2023,"13.773.241,87 TRY","9.619.119,62 TRY",Yok,,,9619119.62,8842278.45,9619119.62,13773241.87,8.785531629576763,43.1860961720736,"Hatay Mustafa Kemal Üniversitesi, Tayfur Sökmen Kampüsü,Yapı İşleri Ve Teknik Daire Başkanlığı, Antakya/HATAY",12.05.2023 15:00
